nid,type,createddate,etid,localapprovalstatus,"Slideshow node","Slideshow status","Slideshow created date","Slideshow photo count",Video_node,Video_status,Video_created_date,Video_type,"List items",Vertical
77969086,story,05/7/2015,467436,1,N/a,N/a,N/a,N/a,77969021,1,05/7/2015,Youtube,N/a,Yes
77969096,story,05/7/2015,440521,1,N/a,N/a,N/a,N/a,77969106,1,05/7/2015,5min.com,N/a,No
77969181,story,05/7/2015,166581,1,N/a,N/a,N/a,N/a,77969161,1,05/7/2015,5min.com,N/a,No
77969101,review,05/7/2015,240876,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77969176,story,05/7/2015,38810,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77969191,story,05/7/2015,11988,1,N/a,N/a,N/a,N/a,77969126,1,05/7/2015,Youtube,N/a,Yes
77969231,story,05/7/2015,473116,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969286,story,05/7/2015,372591,0,77969251,1,05/7/2015,5,N/a,N/a,N/a,N/a,N/a,No
77969131,story,05/7/2015,39974,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969281,story,05/7/2015,7682,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969246,story,05/7/2015,11423,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969296,story,05/7/2015,28433,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969321,story,05/7/2015,492941,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969311,story,05/7/2015,14903,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77969361,story,05/7/2015,69156,1,N/a,N/a,N/a,N/a,77969346,1,05/7/2015,5min.com,N/a,No
77969341,story,05/7/2015,2082,0,N/a,N/a,N/a,N/a,77969331,1,05/7/2015,Youtube,N/a,Yes
77969476,story,05/7/2015,368146,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969501,story,05/7/2015,491716,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969466,story,05/7/2015,113376,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969516,story,05/7/2015,15313,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969526,story,05/7/2015,321356,0,N/a,N/a,N/a,N/a,77969456,1,05/7/2015,5min.com,N/a,No
77968186,story,05/7/2015,393001,0,77968291,1,05/7/2015,20,N/a,N/a,N/a,N/a,N/a,No
77969541,story,05/7/2015,143791,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969571,story,05/7/2015,5326,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77969576,story,05/7/2015,2200,1,N/a,N/a,N/a,N/a,77969566,1,05/7/2015,Youtube,N/a,No
77969581,story,05/7/2015,2111,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969601,story,05/7/2015,25445,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969651,review,05/7/2015,340821,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969741,story,05/7/2015,2200,1,N/a,N/a,N/a,N/a,77969656,1,05/7/2015,Youtube,N/a,No
77904471,story,05/7/2015,4128,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77964461,story,05/7/2015,13347,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969151,review,05/7/2015,71068,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969861,story,05/7/2015,340551,1,77969731,1,05/7/2015,8,77969851,1,05/7/2015,Youtube,N/a,No
77969866,story,05/7/2015,4238,1,N/a,N/a,N/a,N/a,77969631,1,05/7/2015,Youtube,N/a,Yes
77969916,story,05/7/2015,393041,1,N/a,N/a,N/a,N/a,77969856,1,05/7/2015,5min.com,N/a,No
77969911,story,05/7/2015,64081,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77968236,list,05/7/2015,480986,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,No
77969921,story,05/7/2015,442841,1,77969336,1,05/7/2015,9,N/a,N/a,N/a,N/a,N/a,No
77969956,story,05/7/2015,173281,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77970071,story,05/7/2015,2200,1,77969991,1,05/7/2015,5,N/a,N/a,N/a,N/a,N/a,No
77970081,story,05/7/2015,290801,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970106,story,05/7/2015,25445,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77955061,story,05/7/2015,45194,1,77970111,1,05/7/2015,8,77954821,1,05/7/2015,5min.com,N/a,Yes
77970116,story,05/7/2015,447097,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970096,story,05/7/2015,473511,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970311,story,05/7/2015,487012,1,77969941,1,05/7/2015,7,N/a,N/a,N/a,N/a,N/a,No
77970331,story,05/7/2015,336221,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970371,story,05/7/2015,469516,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970451,story,05/7/2015,72003,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77969706,story,05/7/2015,40469,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970456,story,05/7/2015,316661,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970361,story,05/7/2015,40141,1,77970226,1,05/7/2015,5,N/a,N/a,N/a,N/a,N/a,No
77970386,story,05/7/2015,464401,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970471,story,05/7/2015,397161,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77938431,story,05/7/2015,468561,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970521,story,05/7/2015,379731,1,77970486,1,05/7/2015,5,N/a,N/a,N/a,N/a,N/a,No
77970526,story,05/7/2015,63450,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
47274986,story,05/7/2015,49801,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970561,story,05/7/2015,6564,1,N/a,N/a,N/a,N/a,77970541,1,05/7/2015,5min.com,N/a,No
77970616,story,05/7/2015,285616,1,77970556,1,05/7/2015,10,77970631,1,05/7/2015,Youtube,N/a,No
77970621,story,05/7/2015,491841,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970651,story,05/7/2015,4536,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77970656,story,05/7/2015,387526,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970686,story,05/7/2015,260566,1,77970306,1,05/7/2015,5,N/a,N/a,N/a,N/a,N/a,Yes
77970731,story,05/7/2015,139381,1,77970691,1,05/7/2015,7,N/a,N/a,N/a,N/a,N/a,No
77970751,story,05/7/2015,445587,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970681,story,05/7/2015,483641,1,77970756,1,05/7/2015,6,N/a,N/a,N/a,N/a,N/a,No
77970646,story,05/7/2015,432296,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970796,story,05/7/2015,397156,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970891,story,05/7/2015,357261,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77970921,story,05/7/2015,440521,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970401,story,05/7/2015,31397,1,N/a,N/a,N/a,N/a,77971276,1,05/7/2015,Youtube,N/a,No
77969136,story,05/7/2015,461006,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970946,story,05/7/2015,419241,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969801,story,05/7/2015,53118,1,77970231,1,05/7/2015,14,N/a,N/a,N/a,N/a,N/a,No
77971016,story,05/7/2015,50229,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971021,review,05/7/2015,425056,1,77970836,1,05/7/2015,7,77970941,1,05/7/2015,5min.com,N/a,Yes
77970806,story,05/7/2015,113376,1,77970961,1,05/7/2015,7,N/a,N/a,N/a,N/a,N/a,No
77971051,story,05/7/2015,19122,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77971071,review,05/7/2015,446117,1,77971396,1,05/7/2015,6,77971061,1,05/7/2015,5min.com,N/a,No
77971081,story,05/7/2015,357601,1,N/a,N/a,N/a,N/a,77969356,1,05/7/2015,Youtube,N/a,No
77971096,story,05/7/2015,144521,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970376,story,05/7/2015,489467,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970936,review,05/7/2015,456961,1,N/a,N/a,N/a,N/a,77971006,1,05/7/2015,Youtube,N/a,No
77971151,story,05/7/2015,407491,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971181,story,05/7/2015,431566,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971191,story,05/7/2015,17297,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971201,story,05/7/2015,477276,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77966461,story,05/7/2015,449397,1,77966991,1,05/7/2015,20,77971086,1,05/7/2015,5min.com,N/a,No
77954366,story,05/7/2015,487447,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971251,story,05/7/2015,478576,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971271,story,05/7/2015,71027,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77971226,story,05/7/2015,435931,1,N/a,N/a,N/a,N/a,77971136,1,05/7/2015,5min.com,N/a,No
77971286,story,05/7/2015,282371,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971311,story,05/7/2015,482311,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971316,story,05/7/2015,491491,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971321,story,05/7/2015,445102,1,N/a,N/a,N/a,N/a,77971116,1,05/7/2015,Youtube,N/a,No
77971336,story,05/7/2015,66330,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971466,story,05/7/2015,2684,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971471,story,05/7/2015,464336,1,77971401,1,05/7/2015,5,N/a,N/a,N/a,N/a,N/a,No
77971481,story,05/7/2015,157021,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971496,story,05/7/2015,378091,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971511,story,05/7/2015,45145,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971531,story,05/7/2015,184546,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77971576,story,05/7/2015,417021,1,77971621,1,05/7/2015,6,N/a,N/a,N/a,N/a,N/a,Yes
77971606,review,05/7/2015,13019,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77971611,story,05/7/2015,184546,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77971671,story,05/7/2015,477276,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971681,story,05/7/2015,31401,1,77971391,1,05/7/2015,9,77971246,1,05/7/2015,Youtube,N/a,No
77971686,story,05/7/2015,378046,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971121,story,05/7/2015,141131,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77963841,story,05/7/2015,1550,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77966296,story,05/7/2015,1550,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77971771,story,05/7/2015,489147,1,N/a,N/a,N/a,N/a,77971861,1,05/7/2015,Youtube,N/a,No
77971856,story,05/7/2015,344851,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971461,story,05/7/2015,489147,1,N/a,N/a,N/a,N/a,77971386,1,05/7/2015,5min.com,N/a,No
77970966,story,05/7/2015,27541,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971586,story,05/7/2015,467426,1,77971871,1,05/7/2015,20,N/a,N/a,N/a,N/a,N/a,No
77972011,story,05/7/2015,404206,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972031,story,05/7/2015,368561,1,N/a,N/a,N/a,N/a,77972016,1,05/7/2015,5min.com,N/a,No
77972046,review,05/7/2015,19829,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972061,story,05/7/2015,392961,0,N/a,N/a,N/a,N/a,77971476,1,05/7/2015,Youtube,N/a,No
77971666,story,05/7/2015,14910,1,N/a,N/a,N/a,N/a,77971826,1,05/7/2015,Youtube,N/a,No
77972076,story,05/7/2015,417021,1,N/a,N/a,N/a,N/a,77971996,1,05/7/2015,Youtube,N/a,Yes
77972091,story,05/7/2015,472006,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972106,story,05/7/2015,23589,0,N/a,N/a,N/a,N/a,77972066,1,05/7/2015,Youtube,N/a,Yes
77972101,review,05/7/2015,27110,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972136,story,05/7/2015,37982,0,N/a,N/a,N/a,N/a,77972131,1,05/7/2015,5min.com,N/a,No
77972176,story,05/7/2015,472116,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77933696,story,05/7/2015,185571,1,77947966,1,05/7/2015,13,N/a,N/a,N/a,N/a,N/a,No
77972236,story,05/7/2015,383061,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972301,story,05/7/2015,285161,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972371,story,05/7/2015,219786,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77972396,story,05/7/2015,37982,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972426,story,05/7/2015,485657,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972536,story,05/7/2015,75416,1,77972376,1,05/7/2015,20,77972226,1,05/7/2015,Youtube,N/a,No
77972566,story,05/7/2015,382186,1,N/a,N/a,N/a,N/a,77972561,1,05/7/2015,5min.com,N/a,No
77972576,story,05/7/2015,479601,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77972581,story,05/7/2015,461006,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972606,story,05/7/2015,219786,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77972621,story,05/7/2015,472006,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972626,story,05/7/2015,350771,1,77972186,1,05/7/2015,5,77972591,1,05/7/2015,Youtube,N/a,No
77972706,story,05/7/2015,439986,1,77972656,1,05/7/2015,7,N/a,N/a,N/a,N/a,N/a,Yes
77972736,story,05/7/2015,54356,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972751,story,05/7/2015,3853,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77972716,story,05/7/2015,14903,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77972756,story,05/7/2015,30789,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972886,story,05/7/2015,481261,1,N/a,N/a,N/a,N/a,77972961,1,05/8/2015,Youtube,N/a,Yes
77972891,story,05/7/2015,396991,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972901,story,05/7/2015,37982,0,N/a,N/a,N/a,N/a,77972916,1,05/8/2015,Youtube,N/a,No
77969871,story,05/8/2015,320866,1,N/a,N/a,N/a,N/a,77969821,1,05/8/2015,5min.com,N/a,No
77969621,story,05/8/2015,264291,1,N/a,N/a,N/a,N/a,77969596,1,05/8/2015,5min.com,N/a,No
77934586,story,05/8/2015,230321,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77931271,story,05/8/2015,22640,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77916826,story,05/8/2015,69926,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77900251,story,05/8/2015,109776,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77891066,story,05/8/2015,461496,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77786686,story,05/8/2015,441241,0,77786411,1,05/8/2015,7,N/a,N/a,N/a,N/a,N/a,No
77739121,story,05/8/2015,9303,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77633836,review,05/8/2015,405991,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77624221,story,05/8/2015,26031,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
76735242,story,05/8/2015,408646,1,N/a,N/a,N/a,N/a,76735222,1,05/8/2015,5min.com,N/a,No
77972951,story,05/8/2015,439986,1,77972911,1,05/8/2015,5,N/a,N/a,N/a,N/a,N/a,Yes
77972906,story,05/8/2015,10460,1,77972221,1,05/8/2015,8,N/a,N/a,N/a,N/a,N/a,No
77972981,story,05/8/2015,357571,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969211,story,05/8/2015,3859,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77958606,list,05/8/2015,54896,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4,Yes
77916556,story,05/8/2015,382026,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77972991,story,05/8/2015,379666,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77972976,story,05/8/2015,240706,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973051,story,05/8/2015,386766,0,N/a,N/a,N/a,N/a,77973046,1,05/8/2015,5min.com,N/a,Yes
77972971,story,05/8/2015,395261,1,N/a,N/a,N/a,N/a,77972956,1,05/8/2015,Youtube,N/a,No
77973066,story,05/8/2015,219786,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77973036,review,05/8/2015,21399,1,77973081,1,05/8/2015,5,N/a,N/a,N/a,N/a,N/a,Yes
77973071,story,05/8/2015,466076,1,N/a,N/a,N/a,N/a,77973061,1,05/8/2015,5min.com,N/a,No
77973121,story,05/8/2015,358631,1,N/a,N/a,N/a,N/a,77973116,1,05/8/2015,Youtube,N/a,Yes
77966186,story,05/8/2015,235916,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973151,story,05/8/2015,320481,1,N/a,N/a,N/a,N/a,77973136,1,05/8/2015,5min.com,N/a,No
77973161,story,05/8/2015,457106,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973186,story,05/8/2015,479281,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973216,story,05/8/2015,483291,1,77973176,1,05/8/2015,5,N/a,N/a,N/a,N/a,N/a,No
77973246,story,05/8/2015,140691,1,77973166,1,05/8/2015,5,N/a,N/a,N/a,N/a,N/a,No
77958851,story,05/8/2015,28727,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973276,story,05/8/2015,376441,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969831,story,05/8/2015,4645,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973171,story,05/8/2015,30789,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973291,story,05/8/2015,414586,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973341,story,05/8/2015,439986,1,77973301,1,05/8/2015,6,N/a,N/a,N/a,N/a,N/a,Yes
77973256,story,05/8/2015,492237,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77969836,story,05/8/2015,39495,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973431,story,05/8/2015,341696,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973526,story,05/8/2015,205016,1,77973541,1,05/8/2015,11,N/a,N/a,N/a,N/a,N/a,No
77973536,review,05/8/2015,377106,1,77973426,1,05/8/2015,19,77980646,1,05/8/2015,Youtube,N/a,Yes
77973591,review,05/8/2015,49304,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973596,story,05/8/2015,38270,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973611,story,05/8/2015,466076,1,N/a,N/a,N/a,N/a,77973606,1,05/8/2015,Youtube,N/a,No
77958146,story,05/8/2015,394536,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77973636,story,05/8/2015,181426,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973691,story,05/8/2015,65857,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973721,story,05/8/2015,449932,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973766,story,05/8/2015,65857,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77944891,review,05/8/2015,30457,1,N/a,N/a,N/a,N/a,77944866,1,05/7/2015,5min.com,N/a,Yes
77969141,story,05/8/2015,394091,0,77969026,1,05/8/2015,7,N/a,N/a,N/a,N/a,N/a,No
77973771,story,05/8/2015,239911,1,N/a,N/a,N/a,N/a,77973761,1,05/8/2015,5min.com,N/a,No
77973776,story,05/8/2015,261436,0,N/a,N/a,N/a,N/a,77973421,1,05/8/2015,Youtube,N/a,Yes
77973786,story,05/8/2015,30362,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973791,story,05/8/2015,2763,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973801,story,05/8/2015,492786,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973816,story,05/8/2015,16403,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973826,story,05/8/2015,285806,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77973846,story,05/8/2015,478356,1,N/a,N/a,N/a,N/a,77973831,1,05/8/2015,5min.com,N/a,No
77973866,story,05/8/2015,43050,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77970831,story,05/8/2015,25445,0,N/a,N/a,N/a,N/a,77970661,1,05/8/2015,Youtube,N/a,No
77828486,story,05/8/2015,2766,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77957426,story,05/8/2015,49613,1,77971991,1,05/7/2015,6,77957416,1,05/7/2015,Youtube,N/a,No
77923856,story,05/8/2015,459526,1,77923616,1,05/8/2015,11,N/a,N/a,N/a,N/a,N/a,No
77953901,story,05/8/2015,2896,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77973986,story,05/8/2015,67637,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77974081,story,05/8/2015,360481,1,N/a,N/a,N/a,N/a,77974011,1,05/8/2015,Youtube,N/a,No
77974151,story,05/8/2015,5895,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77974171,review,05/8/2015,460221,1,77974001,1,05/8/2015,10,77973991,1,05/8/2015,5min.com,N/a,No
77974146,story,05/8/2015,37868,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77974216,story,05/8/2015,68123,1,77974091,1,05/8/2015,8,77974206,1,05/8/2015,5min.com,N/a,No
77974226,story,05/8/2015,362956,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971281,story,05/8/2015,463591,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77974261,story,05/8/2015,355476,1,77974086,1,05/8/2015,5,N/a,N/a,N/a,N/a,N/a,No
77974271,review,05/8/2015,6911,0,77974221,1,05/8/2015,5,N/a,N/a,N/a,N/a,N/a,No
77934431,story,05/8/2015,6180,1,N/a,N/a,N/a,N/a,77934421,1,05/8/2015,5min.com,N/a,No
77974331,story,05/8/2015,474366,1,77974256,1,05/8/2015,8,77973996,1,05/8/2015,5min.com,N/a,No
77974521,story,05/8/2015,362956,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77974526,story,05/8/2015,419271,1,N/a,N/a,N/a,N/a,77974286,1,05/8/2015,5min.com,N/a,No
77974541,story,05/8/2015,361791,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77974556,review,05/8/2015,8553,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77974581,story,05/8/2015,361791,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971231,story,05/8/2015,374776,1,77974656,1,05/8/2015,7,N/a,N/a,N/a,N/a,N/a,No
77974606,story,05/8/2015,68123,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77974611,story,05/8/2015,481081,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77974636,story,05/8/2015,416616,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77974696,story,05/8/2015,206906,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77974716,story,05/8/2015,20975,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77974546,story,05/8/2015,276401,1,77976196,1,05/8/2015,12,N/a,N/a,N/a,N/a,N/a,No
77969746,list,05/8/2015,71425,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,Yes
77965991,story,05/8/2015,10492,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77964896,review,05/8/2015,296381,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
77959236,story,05/8/2015,10492,1,77959471,1,05/8/2015,20,N/a,N/a,N/a,N/a,N/a,No
